PM 2.5,Dew Point (Celcius Degree),Humidity,Pressure,Temperature,Cumulated wind speed,Precipitation
302,17,82,1014,20,4.45,0
283,17,77,1014,21,5.34,0
288,17,77,1013,21,6.23,0
300,17,77,1013,21,1.79,0
326,17,77,1013,21,2.68,0
338,17,77,1013,21,3.57,0
349,17,82,1013,20,0.89,0
346,17,93,1013,18,0.89,0
373,17,93,1014,18,0.89,0
386,17,93,1014,18,0.89,0
350,17,93,1014,18,1.78,0
339,16,93,1015,17,1.79,0
328,15,93,1015,16,3.58,0
241,14,93,1015,15,6.71,0
80,13,93,1016,14,9.84,0
28,14,93,1015,15,13.86,0
18,5,45,1016,17,19.67,0
15,0,31,1017,17,25.48,0
25,-1,31,1017,16,29.5,0
15,-2,27,1018,17,37.55,0
15,-2,25,1019,18,46.49,0
14,-1,25,1019,19,55.43,0
26,-1,25,1019,19,63.48,0
26,0,26,1019,20,68.4,0
19,0,24,1019,21,74.21,0
25,1,24,1018,22,80.02,0
19,0,20,1017,24,85.83,0
18,0,20,1017,24,90.75,0
14,-1,19,1017,24,95.67,0
13,-1,20,1017,23,101.48,0
25,-1,21,1018,22,106.4,0
24,0,27,1020,19,111.32,0
33,1,36,1020,16,114.45,0
23,2,44,1021,14,119.37,0
27,1,41,1022,14,0.89,0
19,1,43,1023,13,1.79,0
20,1,46,1023,12,3.13,0
19,0,38,1024,14,7.15,0
11,-2,35,1024,13,11.17,0
26,-2,37,1025,12,15.19,0
20,-3,37,1025,11,20.11,0
16,-4,34,1026,11,25.03,0
20,-4,37,1026,10,29.95,0
19,-4,37,1027,10,34.87,0
18,-4,32,1027,12,38.89,0
20,-4,28,1027,14,42.91,0
21,-3,26,1027,16,46.04,0
18,-3,26,1026,16,3.13,0
13,-2,25,1025,18,3.13,0
18,-3,22,1024,19,0.89,0
21,-3,22,1023,19,1.79,0
28,-2,24,1023,19,3.13,0
35,-2,24,1023,19,4.92,0
37,-1,27,1023,18,9.84,0
26,0,31,1023,17,12.97,0
41,1,36,1023,16,16.99,0
35,2,47,1023,13,0.89,0
50,5,71,1024,10,1.78,0
49,6,81,1024,9,2.67,0
62,6,81,1024,9,3.56,0
72,6,87,1025,8,0.89,0
85,6,87,1025,8,0.89,0
72,5,71,1025,10,1.34,0
59,6,81,1025,9,1.79,0
50,6,81,1024,9,3.58,0
31,5,75,1025,9,5.37,0
59,4,81,1025,7,7.16,0
60,5,81,1026,8,8.95,0
39,4,54,1026,13,10.74,0
10,5,47,1026,16,12.53,0
15,-1,25,1026,19,15.66,0
4,-3,19,1026,21,22.81,0
23,-4,17,1025,22,29.96,0
11,-3,18,1024,22,35.77,0
18,-4,17,1023,22,4.92,0
6,-2,21,1023,21,1.79,0
27,-2,21,1022,21,1.79,0
26,-1,24,1023,20,3.13,0
60,0,33,1024,16,4.92,0
53,1,41,1025,14,6.71,0
79,2,41,1026,15,3.13,0
51,-3,26,1027,16,7.15,0
24,-3,30,1028,14,8.94,0
19,-3,32,1029,13,10.73,0
24,-1,49,1030,9,3.13,0
20,-1,52,1030,8,4.92,0
22,2,70,1030,7,1.79,0
47,1,75,1031,5,3.13,0
36,1,70,1031,6,1.79,0
22,1,70,1032,6,1.79,0
19,0,70,1032,5,3.58,0
8,3,61,1033,10,6.71,0
23,2,47,1033,13,10.73,0
18,0,35,1033,15,14.75,0
19,-2,25,1033,18,3.13,0
22,-5,20,1033,18,7.15,0
13,-5,19,1031,19,1.79,0
11,-2,22,1030,20,2.68,0
11,-3,20,1029,20,3.13,0
8,-3,22,1029,19,1.79,0
9,-3,22,1028,19,1.79,0
22,-3,23,1028,18,1.79,0
23,0,38,1029,14,3.58,0
29,0,38,1029,14,5.37,0
35,2,50,1029,12,7.16,0
53,1,46,1030,12,8.95,0
55,-1,33,1030,15,12.97,0
63,2,65,1030,8,1.79,0
67,3,70,1030,8,0.89,0
61,3,75,1030,7,1.79,0
32,3,70,1030,8,3.58,0
37,2,86,1030,4,7.6,0
36,2,80,1030,5,9.39,0
28,1,75,1030,5,12.52,0
50,1,86,1030,3,15.65,0
40,3,81,1030,6,19.67,0
36,2,53,1030,11,23.69,0
24,0,33,1030,16,26.82,0
26,0,29,1030,18,28.61,0
14,-2,24,1029,19,1.79,0
162,9,46,1017,21,12.96,0
139,9,46,1017,21,16.98,0
104,10,52,1017,20,20.11,0
144,11,72,1017,16,21,0
146,11,82,1018,14,21.89,0
162,11,82,1018,14,23.68,0
168,11,76,1018,15,25.47,0
145,10,81,1019,13,0.89,0
164,10,87,1019,12,1.78,0
146,10,87,1019,12,2.67,0
122,9,87,1019,11,0.89,0
103,9,93,1019,10,2.68,0
125,9,93,1019,10,4.47,0
138,10,93,1018,11,7.6,0
144,10,93,1019,11,9.39,0
150,10,87,1019,12,11.18,0
164,9,87,1019,11,12.97,0
113,10,81,1020,13,16.1,0
110,10,72,1020,15,17.89,0
111,10,63,1020,17,19.68,0
111,10,59,1019,18,0.89,0
150,13,64,1018,20,1.79,0
160,13,60,1017,21,0.89,0
181,13,60,1016,21,1.78,0
230,14,64,1016,21,2.67,0
250,14,68,1016,20,1.79,0
258,14,68,1016,20,1.79,0
293,14,72,1016,19,2.68,0
325,15,88,1016,17,0.89,0
324,15,88,1017,17,1.78,0
329,15,93,1017,16,2.67,0
347,15,93,1017,16,0.89,0
351,15,93,1017,16,0.89,0
354,14,93,1017,15,1.78,0
314,15,100,1017,15,0.89,0
349,15,88,1017,17,1.78,0
341,14,87,1017,16,2.67,0
324,14,87,1016,16,1.79,0
274,14,93,1017,15,3.58,0
269,14,93,1017,15,0.89,0
284,14,100,1018,14,3.13,0
312,15,88,1019,17,0.89,0
360,15,77,1020,19,1.79,0
404,16,77,1020,20,4.92,0
378,15,72,1019,20,6.71,0
318,13,50,1018,24,3.13,0
297,11,41,1017,25,4.92,0
271,13,47,1017,25,1.79,0
303,14,53,1017,24,5.81,0
335,15,60,1018,23,8.94,0
340,15,68,1018,21,10.73,0
435,16,77,1018,20,12.52,0
562,16,82,1019,19,14.31,0
514,15,82,1020,18,16.1,0
485,15,82,1021,18,19.23,0
453,15,82,1022,18,23.25,0
283,12,72,1023,17,26.38,0
153,11,72,1023,16,0.89,0
105,11,72,1024,16,1.78,0
66,11,76,1024,15,0.89,0
71,11,76,1023,15,0.89,0
63,12,82,1024,15,0.89,0
54,12,82,1024,15,1.78,0
69,12,77,1025,16,0.89,0
69,11,72,1025,16,1.79,0
75,10,63,1026,17,1.79,0
75,4,39,1027,18,3.13,0
64,3,32,1027,20,6.26,0
49,2,32,1026,19,1.79,0
69,3,32,1026,20,3.58,0
89,5,35,1025,21,1.79,0
56,4,32,1025,21,3.58,0
67,1,28,1024,20,7.6,0
63,4,34,1024,20,10.73,0
62,5,39,1024,19,12.52,0
69,6,48,1025,17,14.31,0
64,7,51,1025,17,16.1,0
65,9,63,1026,16,16.99,0
65,8,58,1026,16,0.89,0
59,9,63,1026,16,1.78,0
42,9,63,1026,16,0.89,0
38,10,67,1025,16,0.89,0
35,10,67,1025,16,1.79,0
39,11,76,1025,15,2.68,0
41,11,76,1025,15,0.45,0
64,12,82,1025,15,0.89,0
90,12,82,1025,15,1.78,0
102,12,82,1025,15,2.67,0
86,12,82,1026,15,0.89,0
89,11,72,1026,16,2.68,0
81,9,59,1027,17,1.79,0
87,9,52,1026,19,2.68,0
93,10,52,1025,20,3.57,0
109,10,49,1023,21,5.36,0
139,11,52,1023,21,3.13,0
139,11,49,1022,22,6.26,0
132,11,49,1021,22,8.05,0
151,11,52,1021,21,9.84,0
155,12,59,1021,20,12.97,0
179,12,63,1021,19,16.99,0
188,12,67,1021,18,18.78,0
198,14,87,1021,16,19.67,0
197,14,87,1022,16,20.56,0
199,14,87,1021,16,0.89,0
212,14,93,1021,15,0.89,0
212,14,93,1021,15,1.78,0
221,12,87,1021,14,0.89,0
234,13,93,1020,14,1.78,0
235,13,87,1020,15,3.57,0
221,13,87,1019,15,4.46,0
205,13,93,1019,14,0.89,0
211,12,87,1019,14,0.89,0
216,13,93,1019,14,0.89,0
216,13,87,1019,15,1.79,0
220,13,82,1020,16,0.89,0
238,14,77,1019,18,1.78,0
266,14,72,1018,19,2.67,0
307,14,72,1017,19,3.56,0
313,14,64,1016,21,4.45,0
296,14,64,1015,21,1.79,0
186,15,68,1015,21,0.89,0
149,12,53,1014,22,3.13,0
205,12,59,1014,20,4.92,0
246,12,63,1014,19,8.05,0
239,13,77,1015,17,0.89,0
196,13,82,1015,16,1.79,0
225,13,82,1015,16,3.58,0
225,13,82,1015,16,5.37,0
236,13,87,1014,15,7.16,0
248,14,93,1014,15,8.95,0
259,14,93,1014,15,10.74,0
279,14,93,1013,15,12.53,0
280,14,93,1013,15,14.32,0
258,15,100,1012,15,0.89,0.8
108,15,93,1012,16,3.13,1.8
36,13,93,1012,14,7.15,1.5
8,12,87,1012,14,12.07,1.8
11,12,87,1012,14,15.2,0
13,13,77,1012,17,20.12,0
17,10,55,1011,19,1.79,0
21,10,52,1011,20,1.79,0
26,9,46,1010,21,0.89,0
36,10,52,1010,20,1.79,0
43,11,52,1009,21,4.92,0
33,10,49,1009,21,8.05,0
40,11,56,1009,20,12.97,0
52,11,59,1010,19,16.1,0
46,11,59,1011,19,3.13,0
57,12,63,1011,19,3.13,0
30,7,48,1011,18,7.15,0
39,7,51,1012,17,10.28,0
23,8,67,1011,14,0.89,0
23,5,47,1011,16,4.02,0
32,5,47,1012,16,8.04,0
21,4,44,1011,16,11.17,0
24,4,50,1011,14,15.19,0
15,6,71,1011,11,18.32,0
9,7,76,1011,11,0.89,0
6,6,66,1011,12,1.79,0
4,3,47,1012,14,6.71,0
3,2,41,1012,15,14.76,0
6,1,36,1012,16,20.57,0
9,0,27,1012,19,28.62,0
5,-2,25,1012,18,35.77,0
7,-3,22,1011,19,44.71,0
13,-4,19,1011,20,53.65,0
11,-3,22,1010,19,62.59,0
10,-3,23,1010,18,69.74,0
11,-3,22,1010,19,73.76,0
16,0,33,1010,16,0.89,0
17,0,35,1010,15,1.79,0
16,2,38,1011,16,4.02,0
17,3,47,1011,14,4.02,0
10,2,41,1011,15,4.02,0
9,3,47,1011,14,11.17,0
9,3,47,1011,14,18.32,0
11,3,50,1011,13,23.24,0
14,3,50,1010,13,27.26,0
16,2,47,1011,13,32.18,0
15,3,70,1010,8,35.31,0
21,2,61,1010,9,38.44,0
23,2,50,1010,12,43.36,0
16,2,53,1010,11,48.28,0
32,4,66,1010,10,50.07,0
23,3,54,1010,12,53.2,0
15,4,41,1009,17,57.22,0
11,3,36,1009,18,64.37,0
8,2,34,1009,18,71.52,0
10,3,32,1008,20,80.46,0
14,3,32,1007,20,89.4,0
9,2,30,1007,20,100.58,0
9,3,34,1008,19,112.65,0
9,3,36,1008,18,124.72,0
7,3,39,1009,17,130.53,0
8,3,39,1009,17,139.47,0
20,3,39,1009,17,144.39,0
13,3,39,1009,17,147.52,0
11,4,44,1010,16,150.65,0
20,4,41,1009,17,154.67,0
16,3,36,1009,18,159.59,0
16,3,36,1010,18,4.02,0
9,4,41,1010,17,3.13,0
9,4,44,1010,16,7.15,0
35,4,66,1010,10,1.79,0
29,5,58,1010,13,5.81,0
22,3,50,1011,13,3.13,0
16,4,70,1012,9,6.26,0
20,4,50,1013,14,0.89,0
12,2,36,1014,17,3.13,0
10,2,34,1014,18,4.02,0
8,1,29,1014,19,4.02,0
8,1,26,1014,21,8.04,0
8,0,23,1013,22,17.87,0
7,0,23,1012,22,27.7,0
7,-1,20,1012,23,36.64,0
4,-3,18,1013,22,46.47,0
3,-3,19,1013,21,55.41,0
6,-2,24,1014,19,60.33,0
10,-1,27,1014,18,66.14,0
33,-1,33,1015,15,71.06,0
54,0,33,1015,16,76.87,0
26,0,33,1016,16,4.02,0
14,0,35,1017,15,7.15,0
23,1,46,1018,12,1.79,0
20,2,57,1018,10,0.45,0
28,3,70,1019,8,1.34,0
31,3,75,1020,7,2.23,0
28,4,75,1020,8,0.89,0
22,2,86,1021,4,3.13,0
17,1,70,1022,6,4.02,0
23,1,65,1022,7,5.81,0
22,2,70,1023,7,0.45,0
12,1,41,1025,14,1.79,0
11,-1,31,1025,16,0.89,0
18,-2,29,1025,16,1.78,0
9,-3,23,1025,18,3.13,0
22,-2,24,1024,19,6.26,0
16,-1,25,1023,19,1.79,0
19,-1,25,1023,19,3.13,0
21,-1,25,1022,19,7.15,0
22,-1,27,1022,18,10.28,0
30,0,33,1022,16,13.41,0
43,2,41,1022,15,15.2,0
65,4,61,1023,11,0.89,0
76,5,75,1023,9,1.34,0
73,5,75,1024,9,0.89,0
78,5,81,1024,8,0.89,0
83,4,81,1024,7,0.89,0
78,5,81,1024,8,2.68,0
96,7,87,1025,9,0.89,0
96,7,93,1025,8,1.78,0
102,6,87,1025,8,2.67,0
102,6,93,1025,7,3.56,0
93,5,100,1025,5,0.89,0
78,5,93,1026,6,4.02,0
72,4,93,1026,5,5.81,0
60,8,81,1027,11,1.79,0
69,9,81,1027,12,3.58,0
75,9,67,1026,15,5.37,0
83,8,58,1026,16,0.89,0
86,8,55,1025,17,1.78,0
91,8,48,1024,19,2.67,0
86,7,42,1023,20,4.46,0
82,5,37,1022,20,3.13,0
72,6,42,1022,19,4.92,0
87,7,48,1022,18,6.71,0
98,8,67,1022,14,7.6,0
123,9,76,1022,13,0.89,0
122,10,87,1022,12,1.34,0
123,8,87,1023,10,0.89,0
129,8,93,1023,9,1.78,0
141,9,93,1023,10,0.89,0
163,7,87,1023,9,0.89,0
154,8,93,1023,9,0.89,0
150,8,93,1023,9,1.34,0
100,7,100,1023,7,0.89,0
103,7,93,1022,8,1.78,0
100,7,93,1023,8,3.57,0
96,7,93,1023,8,5.36,0
96,7,93,1023,8,7.15,0
99,8,87,1023,10,10.28,0
88,9,81,1023,12,12.07,0
103,9,67,1023,15,13.86,0
133,8,58,1023,16,15.65,0
157,11,67,1022,17,3.13,0
170,12,67,1021,18,6.26,0
187,12,67,1020,18,9.39,0
190,13,72,1020,18,12.52,0
209,13,72,1019,18,15.65,0
253,13,82,1019,16,17.44,0
254,12,87,1020,14,19.23,0
275,12,93,1021,13,0.89,0
292,12,93,1021,13,1.34,0
315,11,93,1021,12,2.23,0
294,11,100,1022,11,3.12,0
280,11,93,1022,12,1.79,0
270,11,100,1021,11,0.89,0
255,11,100,1021,11,1.34,0
243,11,100,1021,11,2.23,0
258,11,93,1020,12,0.89,0
269,11,93,1020,12,0.89,0
263,12,93,1020,13,0.89,0
258,12,100,1021,12,1.78,0
269,12,93,1020,13,1.79,0
278,12,100,1021,12,2.68,0
296,12,93,1022,13,0.89,0
339,12,87,1022,14,1.79,0
332,12,87,1022,14,3.58,0
304,12,82,1021,15,5.37,0
293,12,77,1020,16,7.16,0
284,12,72,1019,17,10.29,0
293,12,72,1019,17,12.08,0
302,12,77,1019,16,0.89,0
300,12,82,1019,15,1.78,0
298,12,82,1020,15,1.79,0
299,12,93,1020,13,0.89,0
300,12,100,1021,12,0.89,0
308,11,100,1021,11,1.78,0
302,11,93,1021,12,2.67,0
298,11,100,1021,11,3.56,0
266,11,100,1021,11,4.45,0
285,9,93,1021,10,5.34,0
282,10,100,1021,10,0.89,0
273,9,100,1020,9,0.89,0
275,8,93,1020,9,0.89,0
248,9,100,1021,9,1.78,0
227,8,93,1021,9,2.67,0
251,8,100,1021,8,1.79,0
249,10,93,1021,11,3.58,0
202,13,93,1021,14,0.89,0
190,13,87,1021,15,1.78,0
175,12,72,1020,17,2.67,0
204,12,63,1020,19,3.56,0
224,12,63,1019,19,4.45,0
231,12,63,1018,19,1.79,0
233,11,56,1018,20,1.79,0
222,11,59,1018,19,1.79,0
254,13,77,1018,17,2.68,0
269,12,87,1018,14,3.57,0
285,12,93,1019,13,0.89,0
298,12,93,1019,13,0.89,0
306,11,100,1019,11,0.89,0
313,10,93,1019,11,1.78,0
318,10,93,1019,11,2.67,0
311,10,93,1019,11,0.45,0
267,10,93,1019,11,0.9,0
261,9,93,1019,10,1.35,0
248,9,93,1018,10,0.89,0
227,10,100,1018,10,2.68,0
212,9,100,1018,9,4.47,0
215,9,100,1018,9,6.26,0
239,9,93,1018,10,8.05,0
259,11,100,1019,11,9.84,0
270,13,100,1019,13,1.79,0
285,12,77,1018,16,3.13,0
287,12,67,1018,18,4.92,0
297,11,63,1018,18,6.71,0
318,11,63,1017,18,8.5,0
347,12,67,1016,18,0.89,0
370,12,67,1016,18,1.79,0
401,13,77,1016,17,3.58,0
416,13,87,1015,15,4.47,0
399,13,87,1016,15,0.89,0
389,13,93,1016,14,1.78,0
408,13,93,1016,14,1.79,0
395,13,93,1016,14,0.89,0
402,13,100,1017,13,1.78,0
430,13,100,1016,13,0.89,0
414,12,93,1016,13,0.89,0
418,12,93,1016,13,1.79,0
408,12,93,1017,13,0.89,0
414,12,93,1016,13,1.79,0
418,12,100,1016,12,0.89,0
409,12,100,1016,12,1.78,0
420,12,93,1017,13,3.13,0
407,12,93,1017,13,4.92,0.1
390,13,100,1018,13,8.05,0
291,13,93,1019,14,11.18,0
26,7,71,1020,12,20.12,0
19,7,76,1021,11,8.94,0.5
12,7,81,1022,10,7.15,0.4
11,6,81,1022,9,14.3,0.1
8,5,75,1022,9,22.35,0
16,4,66,1023,10,5.81,0
12,3,66,1024,9,12.96,0
13,2,61,1025,9,17.88,0
13,1,57,1026,9,22.8,0
18,0,53,1026,9,27.72,0
17,-1,49,1027,9,31.74,0
16,0,60,1028,7,33.53,0
9,-1,65,1028,5,1.79,0
7,1,80,1028,4,0.89,0
6,1,86,1028,3,0.89,0
6,1,93,1028,2,0.89,0
8,1,93,1028,2,0.89,0
9,0,93,1028,1,1.79,0
15,0,93,1028,1,3.58,0
15,-2,92,1028,-1,6.71,0
12,-1,86,1029,1,8.5,0
11,-1,74,1029,3,11.63,0
18,1,70,1030,6,13.42,0
16,-3,34,1030,12,16.55,0
8,-6,26,1029,13,20.57,0
6,-7,24,1029,13,22.36,0
7,-7,22,1028,14,3.13,0
16,-7,22,1027,14,1.79,0
9,-5,23,1026,16,2.68,0
9,-6,22,1026,15,1.79,0
24,-5,26,1026,14,4.92,0
35,-4,30,1026,13,0.89,0
60,0,75,1029,4,1.79,0
38,0,70,1029,5,3.58,0
45,-6,34,1030,9,5.37,0
9,-6,36,1031,8,0.89,0
8,-6,44,1031,5,1.79,0
8,-6,48,1031,4,4.92,0
8,-4,59,1032,3,6.71,0
19,-3,69,1032,2,0.89,0
19,-3,69,1032,2,1.78,0
18,-2,80,1031,1,2.23,0
38,-2,86,1032,0,3.12,0
35,-3,80,1032,0,3.13,0
27,-4,64,1032,2,4.92,0
15,-2,56,1032,6,8.05,0
16,-3,45,1033,8,11.18,0
21,-5,32,1032,11,0.89,0
27,-6,26,1031,13,2.68,0
26,-5,26,1030,14,1.79,0
27,-6,22,1028,15,4.92,0
25,-6,22,1028,15,8.05,0
55,-6,22,1027,15,16.09,0
127,1,75,1027,5,0.89,0
131,1,75,1027,5,1.78,0
158,1,80,1026,4,0.89,0
163,2,80,1026,5,0.89,0
138,2,80,1025,5,1.34,0
114,2,80,1025,5,1.79,0
102,2,86,1024,4,2.24,0
98,2,93,1025,3,2.69,0
80,2,86,1025,4,0.89,0
80,3,81,1025,6,0.89,0
80,3,75,1026,7,0.89,0
101,4,70,1025,9,1.79,0
110,4,66,1026,10,0.89,0
110,2,57,1025,10,2.68,0
110,4,66,1024,10,1.79,0
110,4,61,1023,11,1.79,0
280,3,57,1023,11,1.79,0
199,5,58,1023,13,1.79,0
242,6,58,1023,14,3.58,0
237,5,51,1022,15,6.71,0
207,5,45,1021,17,9.84,0
176,5,45,1021,17,13.86,0
145,5,47,1021,16,16.99,0
137,6,62,1022,13,17.88,0
184,6,71,1022,11,1.79,0
208,6,87,1023,8,1.79,0
224,6,81,1023,9,2.68,0
235,6,87,1024,8,0.89,0
273,6,93,1024,7,1.78,0
261,5,100,1024,5,3.12,0
242,5,100,1025,5,3.13,0
186,3,93,1025,4,6.26,0
187,2,93,1025,3,10.28,0
180,3,93,1025,4,0.89,0
166,3,86,1025,5,3.13,0
141,3,93,1025,4,0.89,0
125,2,93,1025,3,1.79,0
109,4,61,1026,11,5.81,0
92,2,50,1026,12,4.92,0
82,2,41,1026,15,0.89,0
92,4,47,1026,15,1.78,0
118,3,41,1025,16,2.67,0
118,4,41,1024,17,3.56,0
106,4,41,1023,17,4.45,0
129,3,39,1023,17,1.79,0
146,4,41,1022,17,3.58,0
162,5,54,1022,14,4.47,0
214,6,76,1023,10,0.45,0
227,6,87,1023,8,0.89,0
259,7,93,1023,8,1.78,0
280,6,93,1024,7,0.89,0
301,5,93,1024,6,0.89,0
336,4,93,1023,5,0.89,0
342,4,93,1023,5,0.89,0
316,5,100,1023,5,0.89,0
285,4,100,1023,4,1.78,0
218,4,100,1022,4,2.67,0
148,4,100,1022,4,4.46,0
139,4,100,1022,4,0.45,0
135,3,93,1023,4,0.89,0
146,3,93,1023,4,0.89,0
161,6,100,1024,6,1.78,0
215,6,93,1024,7,2.23,0
248,8,87,1023,10,3.12,0
283,7,71,1023,12,1.79,0
302,8,67,1022,14,3.58,0
282,8,62,1020,15,5.37,0
226,8,62,1020,15,8.5,0
207,9,63,1020,16,11.63,0
216,8,58,1019,16,16.55,0
170,8,71,1019,13,18.34,0
167,9,87,1020,11,19.23,0
193,8,93,1020,9,21.02,0
220,6,87,1020,8,21.91,0
267,7,93,1021,8,22.8,0
332,8,100,1021,8,23.69,0
350,6,93,1021,7,0.89,0
329,7,100,1021,7,0.89,0
306,7,100,1020,7,0.89,0
302,5,100,1020,5,0.89,0
297,4,93,1020,5,0.89,0
288,4,100,1020,4,0.45,0
293,3,93,1020,4,0.89,0
275,4,100,1021,4,0.45,0
257,6,100,1021,6,1.34,0
248,5,93,1022,6,1.79,0
291,6,100,1022,6,0.89,0
354,6,100,1022,6,1.78,0
387,9,100,1022,9,2.67,0
420,9,93,1021,10,1.79,0
460,9,76,1020,13,3.58,0
270,10,81,1021,13,5.37,0
181,10,76,1020,14,7.16,0
211,9,76,1021,13,12.08,0
206,9,81,1021,12,15.21,0
224,9,81,1022,12,17,0
217,9,81,1022,12,18.79,0
207,9,87,1023,11,19.68,0
233,9,87,1023,11,20.57,0
253,10,93,1023,11,22.36,0
257,9,87,1023,11,24.15,0
258,9,87,1023,11,25.04,0
255,10,93,1023,11,0.89,0
258,9,87,1023,11,1.34,0
257,10,93,1023,11,0.89,0
257,9,87,1022,11,0.89,0
257,10,93,1023,11,1.78,0
256,10,93,1023,11,0.89,0
264,10,93,1023,11,0.89,0
264,10,93,1023,11,1.78,0
268,11,93,1024,12,2.67,0
269,11,87,1023,13,1.79,0
263,11,87,1023,13,4.92,0
214,11,82,1023,14,8.05,0
205,11,82,1022,14,9.84,0
202,12,82,1022,15,0.89,0
208,12,82,1022,15,1.78,0
214,12,82,1022,15,2.67,0
227,12,87,1022,14,0.89,0
245,12,87,1022,14,0.89,0
252,12,87,1023,14,1.78,0
248,12,93,1023,13,2.67,0
248,12,93,1023,13,3.12,0
264,12,93,1023,13,3.57,0
266,12,93,1023,13,4.02,0
253,12,93,1023,13,4.91,0
245,12,93,1023,13,1.79,0
246,13,93,1022,14,4.92,0
254,12,93,1022,13,0.89,0
259,12,93,1022,13,0.89,0
252,12,100,1022,12,0.89,0
256,11,93,1022,12,0.89,0
283,11,93,1022,12,1.78,0
284,12,93,1023,13,2.67,0
297,12,93,1023,13,1.79,0
312,12,82,1023,15,0.89,0
343,12,82,1023,15,1.78,0.2
339,13,87,1022,15,2.67,0
288,13,93,1022,14,1.79,0
102,12,82,1023,15,3.13,0
48,9,71,1023,14,8.05,0
43,10,81,1024,13,12.07,0
44,11,87,1025,13,16.09,0
57,9,81,1025,12,20.11,0
32,7,81,1026,10,24.13,0
38,7,87,1026,9,28.15,0
38,6,87,1026,8,31.28,0
44,6,93,1026,7,34.41,0
45,5,87,1027,7,37.54,0
34,6,93,1027,7,40.67,0
30,5,93,1027,6,43.8,0
33,3,93,1028,4,47.82,0
29,5,100,1028,5,51.84,0
44,3,86,1028,5,55.86,0
32,3,81,1028,6,59.88,0
17,2,57,1029,10,63.9,0
25,0,46,1029,11,67.92,0
26,-3,32,1029,13,4.92,0
20,-3,28,1029,15,4.02,0
27,-2,30,1028,15,3.13,0
32,-1,31,1028,16,3.13,0
35,0,35,1028,15,0.89,0
33,2,44,1027,14,1.78,0
55,2,44,1027,14,1.79,0
66,3,50,1027,13,3.58,0
63,5,62,1028,12,5.37,0
70,5,62,1028,12,0.89,0
86,6,66,1029,12,1.34,0
67,7,76,1028,11,0.89,0
42,6,66,1029,12,2.68,0
27,6,66,1028,12,4.47,0
24,7,76,1028,11,5.36,0
27,7,76,1028,11,0.89,0
46,7,76,1028,11,1.78,0
34,7,76,1028,11,0.89,0
59,6,76,1028,10,0.89,0
61,7,87,1027,9,0.89,0
60,7,81,1027,10,0.45,0
72,7,81,1027,10,1.34,0
79,6,71,1028,11,2.23,0
64,5,58,1028,13,3.12,0
68,2,47,1028,13,4.01,0
71,5,51,1027,15,1.79,0
62,5,51,1027,15,0.89,0
54,4,44,1026,16,1.78,0
54,5,51,1025,15,2.67,0
79,5,51,1025,15,1.79,0
85,5,51,1025,15,0.89,0
80,7,66,1025,13,1.78,0
81,7,71,1025,12,0.89,0
100,8,76,1025,12,0.89,0
94,8,76,1025,12,0.89,0
108,8,81,1025,11,0.89,0
123,9,81,1025,12,2.68,0
102,8,81,1024,11,0.45,0
89,8,81,1024,11,1.79,0
78,8,81,1024,11,2.68,0
76,8,81,1023,11,3.57,0
108,9,87,1023,11,4.46,0
107,9,87,1023,11,5.35,0
91,9,87,1022,11,0.45,0
90,9,87,1023,11,1.79,0
87,9,87,1023,11,0.89,0
90,10,87,1024,12,1.78,0
85,9,76,1024,13,3.57,0
87,9,71,1024,14,1.79,0
96,7,58,1024,15,0.89,0
102,6,51,1023,16,1.79,0
103,6,51,1022,16,1.79,0
113,6,51,1021,16,3.58,0
106,6,51,1021,16,5.37,0
107,6,51,1021,16,7.16,0
121,7,62,1022,14,1.79,0
121,7,62,1022,14,0.89,0
143,8,67,1023,14,1.78,0
123,8,67,1023,14,1.79,0
102,8,71,1024,13,4.92,0
55,6,58,1024,14,10.73,0
38,6,62,1024,13,15.65,0
14,6,62,1024,13,19.67,0.1
27,4,54,1025,13,23.69,0
24,2,47,1025,13,29.5,0
18,2,47,1025,13,35.31,0
23,2,47,1025,13,40.23,0
11,3,54,1026,12,45.15,0
15,3,54,1026,12,50.07,0
27,5,66,1027,11,54.09,0.1
31,5,66,1028,11,55.88,0.3
37,5,66,1029,11,4.02,0
37,5,71,1029,10,7.15,0
33,6,71,1029,11,8.94,0
32,5,66,1028,11,0.89,0
33,5,66,1028,11,3.13,0
28,6,66,1027,12,6.26,0
35,3,54,1026,12,3.13,0
26,3,54,1026,12,7.15,0
23,4,61,1027,11,0.89,0
28,5,66,1027,11,2.68,0
38,4,61,1027,11,4.47,0
37,4,61,1027,11,1.79,0
41,6,76,1028,10,0.89,0
61,7,81,1028,10,1.34,0
85,8,93,1028,9,2.23,0
77,8,87,1028,10,1.79,0
66,8,87,1027,10,0.45,0
69,7,81,1027,10,1.34,0
76,7,93,1027,8,0.89,0
78,6,100,1028,6,1.79,0
49,7,93,1028,8,2.68,0
59,3,75,1028,7,0.89,0
48,3,75,1028,7,0.89,0
35,2,65,1029,8,1.79,0
39,1,53,1029,10,1.79,0
36,1,53,1029,10,3.58,0
45,0,46,1029,11,6.71,0
45,1,41,1028,14,3.13,0
47,1,38,1027,15,6.26,0
45,0,38,1026,14,9.39,0
46,1,41,1026,14,0.89,0
46,1,46,1026,12,1.78,0
60,1,46,1026,12,2.67,0
79,3,70,1027,8,3.56,0
